meteostat_id,doy,name,alt,wmo_id,national_id,icao_id,tavg,tmin,tmax,prcp,snow,n_obs,lon,lat
34214,23,Belgorod,122,34214,NA,UUOB,-6.553846153846154,-6.875,-2.5,0.4714285714285714,NA,16,36.583299999999994,50.6333
34214,24,Belgorod,122,34214,NA,UUOB,-7.1461538461538465,-7.625,-2.125,2.6142857142857143,NA,16,36.583299999999994,50.6333
34214,25,Belgorod,122,34214,NA,UUOB,-8.084615384615384,-8.375,-3.5,2.2714285714285714,NA,16,36.583299999999994,50.6333
34214,26,Belgorod,122,34214,NA,UUOB,-8.3,-8.375,-2.75,3.6857142857142855,NA,16,36.583299999999994,50.6333
34214,27,Belgorod,122,34214,NA,UUOB,-7.241666666666666,-6.571428571428571,-2.857142857142857,2.2,NA,15,36.583299999999994,50.6333
34214,28,Belgorod,122,34214,NA,UUOB,-5.838461538461538,-5.75,-1.75,1.6142857142857143,NA,16,36.583299999999994,50.6333
34214,29,Belgorod,122,34214,NA,UUOB,-5.092307692307692,-6.125,-0.875,1.5,NA,16,36.583299999999994,50.6333
34214,30,Belgorod,122,34214,NA,UUOB,-5.754545454545455,-7.166666666666667,-2,0.8714285714285714,NA,14,36.583299999999994,50.6333
34214,31,Belgorod,122,34214,NA,UUOB,-4.375,-5.142857142857143,-0.7142857142857143,2.085714285714286,NA,15,36.583299999999994,50.6333
34214,32,Belgorod,122,34214,NA,UUOB,-4.838461538461538,-5.125,-1.375,3.085714285714286,NA,16,36.583299999999994,50.6333
34214,33,Belgorod,122,34214,NA,UUOB,-3.85,-3.4285714285714284,0.7142857142857143,0.5,NA,15,36.583299999999994,50.6333
34214,34,Belgorod,122,34214,NA,UUOB,-3.963636363636364,-3.1333333333333333,0.26666666666666666,2.8,NA,14,36.583299999999994,50.6333
34214,35,Belgorod,122,34214,NA,UUOB,-2.441666666666667,-1.4285714285714286,1.6285714285714286,0.9571428571428572,NA,15,36.583299999999994,50.6333
34214,36,Belgorod,122,34214,NA,UUOB,-4.833333333333333,-7.714285714285714,-1.2857142857142858,1.0999999999999999,NA,15,36.583299999999994,50.6333
34214,37,Belgorod,122,34214,NA,UUOB,-6.075,-9.285714285714286,-4.285714285714286,0.8857142857142857,NA,15,36.583299999999994,50.6333
34214,38,Belgorod,122,34214,NA,UUOB,-7.2,-11.285714285714286,-5.285714285714286,0.6571428571428571,NA,15,36.583299999999994,50.6333
34214,39,Belgorod,122,34214,NA,UUOB,-6.815384615384615,-10.75,-4.75,0.9142857142857143,NA,16,36.583299999999994,50.6333
34214,40,Belgorod,122,34214,NA,UUOB,-6.516666666666667,-9.75,-4.5,2.9857142857142858,NA,15,36.583299999999994,50.6333
34214,41,Belgorod,122,34214,NA,UUOB,-4.6230769230769235,-6.375,-1.75,1.9714285714285715,NA,16,36.583299999999994,50.6333
34214,42,Belgorod,122,34214,NA,UUOB,-4.7,-4.75,-0.25,1.4285714285714286,NA,16,36.583299999999994,50.6333
34214,43,Belgorod,122,34214,NA,UUOB,-3.9,-5.714285714285714,0.8571428571428571,3.0142857142857142,NA,15,36.583299999999994,50.6333
34214,44,Belgorod,122,34214,NA,UUOB,-5.675,-7.142857142857143,-1.8571428571428572,1.5857142857142856,NA,15,36.583299999999994,50.6333
34214,45,Belgorod,122,34214,NA,UUOB,-4.253846153846154,-5.625,-0.375,1.1285714285714286,NA,16,36.583299999999994,50.6333
34214,46,Belgorod,122,34214,NA,UUOB,-4.072727272727273,-6,-0.6333333333333333,0.19999999999999998,NA,14,36.583299999999994,50.6333
34214,47,Belgorod,122,34214,NA,UUOB,-5.383333333333333,-6.714285714285714,-2.857142857142857,0.17142857142857143,NA,15,36.583299999999994,50.6333
34214,48,Belgorod,122,34214,NA,UUOB,-5.716666666666667,-7.142857142857143,-1.7142857142857142,0.3142857142857143,NA,15,36.583299999999994,50.6333
34214,49,Belgorod,122,34214,NA,UUOB,-5.93,-5.4,0.2,2.6142857142857143,NA,13,36.583299999999994,50.6333
34214,50,Belgorod,122,34214,NA,UUOB,-4.990909090909091,-4.666666666666667,0.16666666666666666,1.157142857142857,NA,14,36.583299999999994,50.6333
34214,51,Belgorod,122,34214,NA,UUOB,-5.254545454545455,-5.5,-0.6666666666666666,0.04285714285714286,NA,14,36.583299999999994,50.6333
34214,52,Belgorod,122,34214,NA,UUOB,-3.7181818181818183,-4.666666666666667,0.8333333333333334,2.5142857142857142,NA,14,36.583299999999994,50.6333
34214,53,Belgorod,122,34214,NA,UUOB,-5.016666666666667,-5.857142857142857,-1.4285714285714286,2.5285714285714285,NA,15,36.583299999999994,50.6333
34214,54,Belgorod,122,34214,NA,UUOB,-6.716666666666667,-9.285714285714286,-3.142857142857143,2.0571428571428574,NA,15,36.583299999999994,50.6333
34214,55,Belgorod,122,34214,NA,UUOB,-4.792307692307692,-7.5,-1,0.2,NA,16,36.583299999999994,50.6333
34214,56,Belgorod,122,34214,NA,UUOB,-4.3,-6.7,-0.5,1.5714285714285714,NA,14,36.583299999999994,50.6333
34214,57,Belgorod,122,34214,NA,UUOB,-3.0636363636363635,-3.6666666666666665,1.5,0.7428571428571429,NA,14,36.583299999999994,50.6333
34214,58,Belgorod,122,34214,NA,UUOB,-2.7727272727272725,-4.666666666666667,2.1666666666666665,2,NA,14,36.583299999999994,50.6333
34214,59,Belgorod,122,34214,NA,UUOB,-2.716666666666667,-3.5714285714285716,0.2857142857142857,1.0285714285714285,NA,15,36.583299999999994,50.6333
34214,60,Belgorod,122,34214,NA,UUOB,-2.309090909090909,-3.9833333333333334,1.3333333333333333,0.14285714285714288,NA,14,36.583299999999994,50.6333
34214,61,Belgorod,122,34214,NA,UUOB,-1.8076923076923077,-3.3125,2.0625,0.8428571428571429,NA,16,36.583299999999994,50.6333
34214,62,Belgorod,122,34214,NA,UUOB,-1.353846153846154,-2.625,2.25,0.7,NA,16,36.583299999999994,50.6333
34214,63,Belgorod,122,34214,NA,UUOB,-1.3076923076923077,-2,3.25,2.1,NA,16,36.583299999999994,50.6333
34214,64,Belgorod,122,34214,NA,UUOB,-1.3923076923076922,-2.4375,3.875,2.442857142857143,NA,16,36.583299999999994,50.6333
34214,65,Belgorod,122,34214,NA,UUOB,-0.9461538461538461,-3.25,3.875,0.2142857142857143,NA,16,36.583299999999994,50.6333
34214,66,Belgorod,122,34214,NA,UUOB,-1.1666666666666665,-3.0285714285714285,2.857142857142857,0.5,NA,15,36.583299999999994,50.6333
34214,67,Belgorod,122,34214,NA,UUOB,-1.3846153846153846,-2.15,3.7875,0.4857142857142857,NA,16,36.583299999999994,50.6333
34214,68,Belgorod,122,34214,NA,UUOB,-1.246153846153846,-1.8375,4.833333333333333,0.3857142857142857,NA,16,36.583299999999994,50.6333
34214,69,Belgorod,122,34214,NA,UUOB,-1.7000000000000002,-2.75,4.55,1.1857142857142857,NA,16,36.583299999999994,50.6333
34214,70,Belgorod,122,34214,NA,UUOB,-1.7153846153846155,-3.025,4.225,1.5285714285714287,NA,16,36.583299999999994,50.6333
34214,71,Belgorod,122,34214,NA,UUOB,-1.5916666666666666,-5.428571428571429,3.1142857142857143,1.3714285714285714,NA,15,36.583299999999994,50.6333
34214,72,Belgorod,122,34214,NA,UUOB,-0.7916666666666666,-3.9571428571428573,2.142857142857143,0.37142857142857144,NA,15,36.583299999999994,50.6333
34214,73,Belgorod,122,34214,NA,UUOB,1.25,-2.3857142857142857,5.714285714285714,0.32857142857142857,NA,15,36.583299999999994,50.6333
34214,74,Belgorod,122,34214,NA,UUOB,2.1363636363636362,-1,6.216666666666667,0.8571428571428571,NA,14,36.583299999999994,50.6333
34214,75,Belgorod,122,34214,NA,UUOB,-0.6499999999999999,-1.9000000000000001,3.557142857142857,0.8,NA,15,36.583299999999994,50.6333
34214,76,Belgorod,122,34214,NA,UUOB,-1.3333333333333333,-1.7285714285714286,2.7714285714285714,0.9142857142857144,NA,15,36.583299999999994,50.6333
34214,77,Belgorod,122,34214,NA,UUOB,-1.7833333333333334,-4,2.7714285714285714,0.8,NA,15,36.583299999999994,50.6333
34214,78,Belgorod,122,34214,NA,UUOB,0.46153846153846156,-2.8625,5.125,0.5714285714285714,NA,16,36.583299999999994,50.6333
34214,79,Belgorod,122,34214,NA,UUOB,1.8692307692307693,-2.725,5.25,2.1714285714285717,NA,16,36.583299999999994,50.6333
34214,80,Belgorod,122,34214,NA,UUOB,1.9083333333333332,-1.2571428571428571,5.571428571428571,2.157142857142857,NA,15,36.583299999999994,50.6333
34214,81,Belgorod,122,34214,NA,UUOB,2.523076923076923,-1.1125,7.5,0.14285714285714285,NA,16,36.583299999999994,50.6333
34214,82,Belgorod,122,34214,NA,UUOB,1.975,-1.2,6.542857142857143,0.3,NA,15,36.583299999999994,50.6333
34214,83,Belgorod,122,34214,NA,UUOB,3.0666666666666664,0.2714285714285714,8.842857142857143,0.24285714285714285,NA,15,36.583299999999994,50.6333
34214,84,Belgorod,122,34214,NA,UUOB,2.533333333333333,-0.6571428571428571,9.471428571428572,0.5285714285714286,NA,15,36.583299999999994,50.6333
34214,85,Belgorod,122,34214,NA,UUOB,2.909090909090909,0.85,10.333333333333334,1.342857142857143,NA,14,36.583299999999994,50.6333
34214,86,Belgorod,122,34214,NA,UUOB,2.37,1.06,11,1.042857142857143,NA,13,36.583299999999994,50.6333
34214,87,Belgorod,122,34214,NA,UUOB,2.36,0.64,10.96,0.04285714285714286,NA,13,36.583299999999994,50.6333
34214,88,Belgorod,122,34214,NA,UUOB,3.0583333333333336,-0.8,10.157142857142857,1.1571428571428573,NA,15,36.583299999999994,50.6333
34214,89,Belgorod,122,34214,NA,UUOB,4.591666666666667,0.6714285714285715,8.842857142857143,2.157142857142857,NA,15,36.583299999999994,50.6333
34214,90,Belgorod,122,34214,NA,UUOB,6.153846153846153,1.2875,11.35,2.3285714285714287,NA,16,36.583299999999994,50.6333
34214,91,Belgorod,122,34214,NA,UUOB,7.684615384615384,4.571428571428571,13.571428571428571,3.371428571428571,NA,16,36.583299999999994,50.6333
34214,92,Belgorod,122,34214,NA,UUOB,7.2214285714285715,2.825,13.8625,1.2285714285714286,NA,17,36.583299999999994,50.6333
34214,93,Belgorod,122,34214,NA,UUOB,6.792857142857143,3.025,11.725,1.9142857142857144,NA,17,36.583299999999994,50.6333
34214,94,Belgorod,122,34214,NA,UUOB,6.925,1.9166666666666667,11.5,0.38571428571428573,NA,15,36.583299999999994,50.6333
34214,95,Belgorod,122,34214,NA,UUOB,7.925,2.2666666666666666,12.366666666666667,1.4,NA,15,36.583299999999994,50.6333
34214,96,Belgorod,122,34214,NA,UUOB,8.778571428571428,2.9125,12.2875,0.6714285714285714,NA,17,36.583299999999994,50.6333
34214,97,Belgorod,122,34214,NA,UUOB,8.069230769230769,3.1714285714285713,13.6,2.2714285714285714,NA,16,36.583299999999994,50.6333
34214,98,Belgorod,122,34214,NA,UUOB,8.464285714285714,5,14.25,1.7428571428571429,NA,17,36.583299999999994,50.6333
34214,99,Belgorod,122,34214,NA,UUOB,8.42142857142857,4.25,15.75,1.1714285714285715,NA,17,36.583299999999994,50.6333
34214,100,Belgorod,122,34214,NA,UUOB,10.114285714285714,5.75,17.5,0.9428571428571428,NA,17,36.583299999999994,50.6333
34214,101,Belgorod,122,34214,NA,UUOB,10.450000000000001,6.125,19.125,1.8571428571428572,NA,17,36.583299999999994,50.6333
34214,102,Belgorod,122,34214,NA,UUOB,9.807142857142857,6.875,16.5,1.1,NA,17,36.583299999999994,50.6333
34214,103,Belgorod,122,34214,NA,UUOB,9.707142857142857,5.125,14.625,1.3428571428571427,NA,17,36.583299999999994,50.6333
34214,104,Belgorod,122,34214,NA,UUOB,9.723076923076922,4.428571428571429,13.714285714285714,1.3571428571428572,NA,16,36.583299999999994,50.6333
34214,105,Belgorod,122,34214,NA,UUOB,9.471428571428572,4.125,13.75,1.7857142857142858,NA,17,36.583299999999994,50.6333
34214,106,Belgorod,122,34214,NA,UUOB,9.964285714285714,5.25,13.5,2.2142857142857144,NA,17,36.583299999999994,50.6333
34214,107,Belgorod,122,34214,NA,UUOB,9.378571428571428,5.25,13.125,2.0857142857142854,NA,17,36.583299999999994,50.6333
34214,108,Belgorod,122,34214,NA,UUOB,10.592307692307692,5.714285714285714,13.571428571428571,5.1,NA,16,36.583299999999994,50.6333
34214,109,Belgorod,122,34214,NA,UUOB,10.523076923076923,5.857142857142857,13.142857142857142,2.6285714285714286,NA,16,36.583299999999994,50.6333
34214,110,Belgorod,122,34214,NA,UUOB,9.721428571428572,4,11.375,3.2857142857142856,NA,17,36.583299999999994,50.6333
34214,111,Belgorod,122,34214,NA,UUOB,8.938461538461539,3.857142857142857,13.142857142857142,3.4714285714285715,NA,16,36.583299999999994,50.6333
34214,112,Belgorod,122,34214,NA,UUOB,9.853846153846154,5.285714285714286,15,3.585714285714286,NA,16,36.583299999999994,50.6333
34214,113,Belgorod,122,34214,NA,UUOB,9.714285714285714,4.75,14.5,1.0142857142857142,NA,17,36.583299999999994,50.6333
34214,114,Belgorod,122,34214,NA,UUOB,10.557142857142857,4.5,14.625,4.757142857142857,NA,17,36.583299999999994,50.6333
34214,115,Belgorod,122,34214,NA,UUOB,11.935714285714285,5.625,16.25,0.6571428571428571,NA,17,36.583299999999994,50.6333
34214,116,Belgorod,122,34214,NA,UUOB,13.914285714285715,8.75,19.875,0.7000000000000001,NA,17,36.583299999999994,50.6333
34214,117,Belgorod,122,34214,NA,UUOB,14.135714285714286,8.25,17,1.2857142857142858,NA,17,36.583299999999994,50.6333
34214,118,Belgorod,122,34214,NA,UUOB,14.507142857142858,7,17,2.1857142857142855,NA,17,36.583299999999994,50.6333
34214,119,Belgorod,122,34214,NA,UUOB,13.321428571428571,5.875,16.375,1.4285714285714286,NA,17,36.583299999999994,50.6333
34214,120,Belgorod,122,34214,NA,UUOB,14.178571428571429,7.875,16.875,0.5142857142857143,NA,17,36.583299999999994,50.6333
34214,121,Belgorod,122,34214,NA,UUOB,14.192307692307692,8.75,18.125,0.1285714285714286,NA,16,36.583299999999994,50.6333
34214,122,Belgorod,122,34214,NA,UUOB,14.436363636363637,7.5,19.333333333333332,0.2571428571428571,NA,14,36.583299999999994,50.6333
34214,123,Belgorod,122,34214,NA,UUOB,15.683333333333334,9.428571428571429,21.142857142857142,1.2999999999999998,NA,15,36.583299999999994,50.6333
34214,124,Belgorod,122,34214,NA,UUOB,14.8,8,18.5,2.142857142857143,NA,14,36.583299999999994,50.6333
34214,125,Belgorod,122,34214,NA,UUOB,14.4,6.285714285714286,17.571428571428573,0.5428571428571428,NA,15,36.583299999999994,50.6333
34214,126,Belgorod,122,34214,NA,UUOB,15.592307692307692,8.5,19.5,0.9571428571428572,NA,16,36.583299999999994,50.6333
34214,127,Belgorod,122,34214,NA,UUOB,14.766666666666666,7.714285714285714,19.285714285714285,1.3857142857142857,NA,15,36.583299999999994,50.6333
34214,128,Belgorod,122,34214,NA,UUOB,14.723076923076922,9.625,19.625,3.942857142857143,NA,16,36.583299999999994,50.6333
34214,129,Belgorod,122,34214,NA,UUOB,12.961538461538462,7.75,15.375,0.1285714285714286,NA,16,36.583299999999994,50.6333
34214,130,Belgorod,122,34214,NA,UUOB,11.915384615384616,5.625,13.75,0.3142857142857143,NA,16,36.583299999999994,50.6333
34214,131,Belgorod,122,34214,NA,UUOB,13.046153846153846,5.75,15.875,0.4714285714285714,NA,16,36.583299999999994,50.6333
34214,132,Belgorod,122,34214,NA,UUOB,14.138461538461538,7.25,17,0.7857142857142858,NA,16,36.583299999999994,50.6333
34214,133,Belgorod,122,34214,NA,UUOB,14.792307692307693,8.375,17.875,0.8285714285714286,NA,16,36.583299999999994,50.6333
34214,134,Belgorod,122,34214,NA,UUOB,14.453846153846154,8.5,17.25,0.6857142857142857,NA,16,36.583299999999994,50.6333
34214,135,Belgorod,122,34214,NA,UUOB,13.746153846153845,8.625,18.875,0.14285714285714285,NA,16,36.583299999999994,50.6333
34214,136,Belgorod,122,34214,NA,UUOB,15.03076923076923,9.5,19.9375,0.014285714285714287,NA,16,36.583299999999994,50.6333
34214,137,Belgorod,122,34214,NA,UUOB,15.230769230769232,9.55,20.275,0.08571428571428572,NA,16,36.583299999999994,50.6333
34214,138,Belgorod,122,34214,NA,UUOB,14.992307692307692,9.1875,19.0625,1.7428571428571429,NA,16,36.583299999999994,50.6333
34214,139,Belgorod,122,34214,NA,UUOB,16.036363636363635,10,19.833333333333332,1.45,NA,14,36.583299999999994,50.6333
34214,140,Belgorod,122,34214,NA,UUOB,16.375,9.428571428571429,19.142857142857142,0.7999999999999999,NA,15,36.583299999999994,50.6333
34214,141,Belgorod,122,34214,NA,UUOB,16.5,10.571428571428571,18.857142857142858,3.3666666666666667,NA,15,36.583299999999994,50.6333
34214,142,Belgorod,122,34214,NA,UUOB,16.666666666666668,10.142857142857142,19.428571428571427,8.05,NA,15,36.583299999999994,50.6333
34214,143,Belgorod,122,34214,NA,UUOB,17.445454545454545,9.333333333333334,19.666666666666668,1.6333333333333333,NA,14,36.583299999999994,50.6333
34214,144,Belgorod,122,34214,NA,UUOB,17.275,11,20.857142857142858,2.466666666666667,NA,15,36.583299999999994,50.6333
34214,145,Belgorod,122,34214,NA,UUOB,16.75,11.514285714285714,21.714285714285715,1.3499999999999999,NA,15,36.583299999999994,50.6333
34214,146,Belgorod,122,34214,NA,UUOB,15.533333333333333,12,21.428571428571427,0.38,NA,15,36.583299999999994,50.6333
34214,147,Belgorod,122,34214,NA,UUOB,15.941666666666666,12,21,0.6,NA,15,36.583299999999994,50.6333
34214,148,Belgorod,122,34214,NA,UUOB,17.345454545454547,12.666666666666666,22.666666666666668,6.216666666666667,NA,14,36.583299999999994,50.6333
34214,149,Belgorod,122,34214,NA,UUOB,17.9,12.142857142857142,22.428571428571427,1.7999999999999998,NA,15,36.583299999999994,50.6333
34214,150,Belgorod,122,34214,NA,UUOB,18.825,12.428571428571429,23.285714285714285,4.083333333333333,NA,15,36.583299999999994,50.6333
34214,151,Belgorod,122,34214,NA,UUOB,18.816666666666666,13.285714285714286,23.428571428571427,1.9333333333333333,NA,15,36.583299999999994,50.6333
34214,152,Belgorod,122,34214,NA,UUOB,17.291666666666668,11.142857142857142,20.571428571428573,1.4000000000000001,NA,15,36.583299999999994,50.6333
34214,153,Belgorod,122,34214,NA,UUOB,17.766666666666666,11.428571428571429,22,1.8499999999999999,NA,15,36.583299999999994,50.6333
34214,154,Belgorod,122,34214,NA,UUOB,17.191666666666666,11.285714285714286,20.485714285714284,4.516666666666667,NA,15,36.583299999999994,50.6333
34214,155,Belgorod,122,34214,NA,UUOB,16.733333333333334,9.857142857142858,21.714285714285715,0,NA,15,36.583299999999994,50.6333
34214,156,Belgorod,122,34214,NA,UUOB,16.95,11.857142857142858,22.714285714285715,0.43333333333333335,NA,15,36.583299999999994,50.6333
34214,157,Belgorod,122,34214,NA,UUOB,17.725,12.142857142857142,21.571428571428573,0.9833333333333334,NA,15,36.583299999999994,50.6333
34214,158,Belgorod,122,34214,NA,UUOB,18.691666666666666,13.142857142857142,23.571428571428573,0.5333333333333333,NA,15,36.583299999999994,50.6333
34214,159,Belgorod,122,34214,NA,UUOB,20.316666666666666,13.714285714285714,25.285714285714285,1.05,NA,15,36.583299999999994,50.6333
34214,160,Belgorod,122,34214,NA,UUOB,20.575,14.857142857142858,26.428571428571427,0.43333333333333335,NA,15,36.583299999999994,50.6333
34214,161,Belgorod,122,34214,NA,UUOB,20.516666666666666,13.857142857142858,25.142857142857142,0.7833333333333333,NA,15,36.583299999999994,50.6333
34214,162,Belgorod,122,34214,NA,UUOB,21.333333333333332,14.714285714285714,25.142857142857142,2.4,NA,15,36.583299999999994,50.6333
34214,163,Belgorod,122,34214,NA,UUOB,21.708333333333332,14.428571428571429,25.142857142857142,5.166666666666667,NA,15,36.583299999999994,50.6333
34214,164,Belgorod,122,34214,NA,UUOB,21.71666666666667,15.142857142857142,25.857142857142858,2.9,NA,15,36.583299999999994,50.6333
34214,165,Belgorod,122,34214,NA,UUOB,21.363636363636363,15.333333333333334,26.166666666666668,2.466666666666667,NA,14,36.583299999999994,50.6333
34214,166,Belgorod,122,34214,NA,UUOB,20.883333333333333,15.571428571428571,25.142857142857142,0.9333333333333333,NA,15,36.583299999999994,50.6333
34214,167,Belgorod,122,34214,NA,UUOB,20.475,14.857142857142858,25,3.8000000000000003,NA,15,36.583299999999994,50.6333
34214,168,Belgorod,122,34214,NA,UUOB,20.075,15.714285714285714,26.428571428571427,0.23333333333333334,NA,15,36.583299999999994,50.6333
34214,169,Belgorod,122,34214,NA,UUOB,20.2,15.285714285714286,27,1.5999999999999999,NA,15,36.583299999999994,50.6333
34214,170,Belgorod,122,34214,NA,UUOB,21.90833333333333,15.714285714285714,27.428571428571427,0.5666666666666667,NA,15,36.583299999999994,50.6333
34214,171,Belgorod,122,34214,NA,UUOB,22.525,17.142857142857142,28.571428571428573,6.983333333333333,NA,15,36.583299999999994,50.6333
34214,172,Belgorod,122,34214,NA,UUOB,22.441666666666666,17.285714285714285,28.428571428571427,0.8666666666666667,NA,15,36.583299999999994,50.6333
34214,173,Belgorod,122,34214,NA,UUOB,22.316666666666666,16.8,28,8.866666666666667,NA,15,36.583299999999994,50.6333
34214,174,Belgorod,122,34214,NA,UUOB,22.4,17.428571428571427,28.285714285714285,5.9,NA,15,36.583299999999994,50.6333
34214,175,Belgorod,122,34214,NA,UUOB,21.958333333333332,17,26.571428571428573,2.75,NA,15,36.583299999999994,50.6333
34214,176,Belgorod,122,34214,NA,UUOB,21.308333333333334,16.285714285714285,25,0.48333333333333334,NA,15,36.583299999999994,50.6333
34214,177,Belgorod,122,34214,NA,UUOB,21.491666666666667,15.857142857142858,26.142857142857142,2.8833333333333333,NA,15,36.583299999999994,50.6333
34214,178,Belgorod,122,34214,NA,UUOB,22.266666666666666,17.571428571428573,27.571428571428573,3.0166666666666666,NA,15,36.583299999999994,50.6333
34214,179,Belgorod,122,34214,NA,UUOB,21.533333333333335,17,26,2.3833333333333333,NA,15,36.583299999999994,50.6333
34214,180,Belgorod,122,34214,NA,UUOB,21.116666666666667,16.428571428571427,26,3.2333333333333334,NA,15,36.583299999999994,50.6333
34214,181,Belgorod,122,34214,NA,UUOB,20.441666666666666,16,25.571428571428573,1.4666666666666668,NA,15,36.583299999999994,50.6333
34214,182,Belgorod,122,34214,NA,UUOB,21.025,15.142857142857142,27.714285714285715,0.049999999999999996,NA,15,36.583299999999994,50.6333
34214,183,Belgorod,122,34214,NA,UUOB,21.025,16.714285714285715,26.285714285714285,1.6600000000000001,NA,14,36.583299999999994,50.6333
34214,184,Belgorod,122,34214,NA,UUOB,21.463636363636365,15.666666666666666,26.5,3.6399999999999997,NA,13,36.583299999999994,50.6333
34214,185,Belgorod,122,34214,NA,UUOB,21.90909090909091,15.616666666666667,27.5,0.56,NA,13,36.583299999999994,50.6333
34214,186,Belgorod,122,34214,NA,UUOB,21.463636363636365,17.2,27.833333333333332,2,NA,13,36.583299999999994,50.6333
34214,187,Belgorod,122,34214,NA,UUOB,21.963636363636365,17.916666666666668,28.35,1.1,NA,13,36.583299999999994,50.6333
34214,188,Belgorod,122,34214,NA,UUOB,22.663636363636364,17.833333333333332,29.5,3.3600000000000003,NA,13,36.583299999999994,50.6333
34214,189,Belgorod,122,34214,NA,UUOB,22.5,17.566666666666666,28.166666666666668,5.04,NA,13,36.583299999999994,50.6333
34214,190,Belgorod,122,34214,NA,UUOB,22.418181818181818,16,26,1.54,NA,13,36.583299999999994,50.6333
34214,191,Belgorod,122,34214,NA,UUOB,21.490909090909092,15.5,26.15,0.14,NA,13,36.583299999999994,50.6333
34214,192,Belgorod,122,34214,NA,UUOB,20.98181818181818,15.166666666666666,24.5,2.6799999999999997,NA,13,36.583299999999994,50.6333
34214,193,Belgorod,122,34214,NA,UUOB,21.563636363636363,15.5,25.166666666666668,0.16,NA,13,36.583299999999994,50.6333
34214,194,Belgorod,122,34214,NA,UUOB,23.063636363636363,15,26.666666666666668,0.02,NA,13,36.583299999999994,50.6333
34214,195,Belgorod,122,34214,NA,UUOB,22.336363636363636,16.333333333333332,25.85,4.0600000000000005,NA,13,36.583299999999994,50.6333
34214,196,Belgorod,122,34214,NA,UUOB,22.827272727272728,15.833333333333334,25.166666666666668,0.52,NA,13,36.583299999999994,50.6333
34214,197,Belgorod,122,34214,NA,UUOB,23.28181818181818,15.833333333333334,24.666666666666668,0.84,NA,13,36.583299999999994,50.6333
